날짜,시가,고가,저가,종가,거래량
2018-03-28,20250,26325,20250,26326,274705.0
2018-03-29,24807,33109,24300,29617,3067401.0
2018-03-30,30831,32654,28755,29110,570467.0
2018-04-02,28907,30325,26528,27085,182930.0
2018-04-03,26832,30122,26832,28402,319225.0
2018-04-04,29363,29414,27490,27490,99792.0
2018-04-05,27743,28350,27388,27743,76496.0
2018-04-06,27388,27895,25920,25971,68583.0
2018-04-09,26123,26173,24477,25136,79378.0
2018-04-10,25313,25313,23414,23719,102590.0
2018-04-11,23794,30831,23693,29617,731649.0
2018-04-12,29009,29464,26629,26933,274843.0
2018-04-13,27085,28198,25971,26478,188217.0
2018-04-16,26629,26730,25313,25465,90429.0
2018-04-17,25161,30122,24705,27946,458538.0
2018-04-18,27945,29110,26933,29009,127676.0
2018-04-19,29009,31084,28705,30022,174039.0
2018-04-20,29464,30780,28705,30427,92520.0
2018-04-23,29819,32755,29363,30123,178755.0
2018-04-24,30882,31692,30122,30173,81360.0
2018-04-25,29414,31135,29059,30983,86049.0
2018-04-26,31185,31540,29616,29667,65344.0
2018-04-27,29515,29667,28350,29060,78792.0
2018-04-30,27895,28249,26528,27338,167670.0
2018-05-02,26882,26933,25287,26123,130377.0
2018-05-03,25920,27186,25819,26478,61323.0
2018-05-04,26072,27085,25617,26123,47903.0
2018-05-08,25971,26832,25009,25010,39895.0
2018-05-09,25566,25566,23794,24605,37641.0
2018-05-10,25009,25060,24376,24655,14698.0
2018-05-11,24832,26275,24832,25263,32961.0
2018-05-14,25363,25465,24123,24174,34145.0
2018-05-15,24731,24933,24148,24250,14981.0
2018-05-16,24528,24528,23288,23491,30331.0
2018-05-17,23490,23971,22655,22782,32668.0
2018-05-18,23186,23338,22528,22934,16153.0
2018-05-21,23085,23895,22933,23592,22541.0
2018-05-23,23971,24174,23338,23643,16035.0
2018-05-24,24123,24123,22756,22959,21320.0
2018-05-25,22984,22984,21744,21769,44456.0
2018-05-28,21263,22123,21161,21213,32416.0
2018-05-29,21060,21237,19491,19491,127314.0
2018-05-30,19440,19668,17997,18327,94333.0
2018-05-31,18326,18782,17997,18580,30852.0
2018-06-01,18579,19541,18478,18884,44481.0
2018-06-04,18959,19744,18959,19592,31145.0
2018-06-05,19744,20149,18883,19036,20772.0
2018-06-07,19389,19617,18731,19238,21728.0
2018-06-08,19238,19567,18883,19238,13111.0
2018-06-11,19592,19592,18174,18302,32054.0
2018-06-12,18352,18605,17719,18023,18838.0
2018-06-14,17668,18023,17263,17593,30808.0
2018-06-15,17795,17896,17162,17567,13852.0
2018-06-18,17744,17744,16656,16732,16984.0
2018-06-19,17035,17035,15719,15998,22883.0
2018-06-20,15795,16504,15795,16403,12798.0
2018-06-21,16200,16453,15795,15795,12493.0
2018-06-22,16023,16023,15162,15542,17210.0
2018-06-25,15517,15517,14808,15239,19173.0
2018-06-26,15187,15390,14833,15340,8988.0
2018-06-27,15339,16757,15036,16150,65071.0
2018-06-28,14960,15061,13998,14024,195521.0
2018-06-29,13896,14428,13896,14074,58382.0
2018-07-02,14175,14377,12302,12758,78146.0
2018-07-03,12555,13567,12555,12809,72031.0
2018-07-04,12808,13593,12757,12884,43919.0
2018-07-05,12985,13542,12859,13062,51187.0
2018-07-06,13086,13871,13036,13644,44442.0
2018-07-09,13770,15795,13745,15087,244577.0
2018-07-10,15441,19592,15415,17821,1171072.0
2018-07-11,17820,19187,17213,17972,477709.0
2018-07-12,18023,18149,17086,17137,159730.0
2018-07-13,17035,17769,16782,17238,114552.0
2018-07-16,17238,18023,17010,17821,120727.0
2018-07-17,18225,18579,17516,17517,88187.0
2018-07-18,17263,18225,16833,17517,102669.0
2018-07-19,17516,17972,16073,16175,83053.0
2018-07-20,16200,20174,16200,18150,1063018.0
2018-07-23,17972,18579,17643,18479,160800.0
2018-07-24,18630,19187,18023,18074,150357.0
2018-07-25,17845,18048,16782,16859,122676.0
2018-07-26,16883,17137,16251,16935,74651.0
2018-07-27,16959,17516,16757,17188,47906.0
2018-07-30,17086,17137,16605,16732,30689.0
2018-07-31,17010,19491,16732,17694,368469.0
2018-08-01,17643,18301,17466,17871,97132.0
2018-08-02,17769,18807,17769,18377,152426.0
2018-08-03,18352,18833,17972,18808,96545.0
2018-08-06,19086,20098,17972,17972,111536.0
2018-08-07,18073,18149,17086,17517,59870.0
2018-08-08,17516,17769,17137,17491,39812.0
2018-08-09,17364,17415,16985,17061,42160.0
2018-08-10,17213,17491,16453,16580,49574.0
2018-08-13,16808,16858,15491,15517,60637.0
2018-08-14,15390,15972,15213,15897,49300.0
2018-08-16,15694,15694,14175,14606,76862.0
2018-08-17,14808,15415,14782,15239,53904.0
2018-08-20,15036,15339,14428,14859,33380.0
2018-08-21,15061,15365,14681,15289,28138.0
2018-08-22,15491,15668,15238,15365,34562.0
2018-08-23,15289,15567,14858,15011,28748.0
2018-08-24,15213,15314,14833,15137,19516.0
2018-08-27,15263,15263,14884,14910,32158.0
2018-08-28,14934,17111,14934,16049,232608.0
2018-08-29,16276,16301,15719,15821,62316.0
2018-08-30,15997,16023,15643,15922,40892.0
2018-08-31,15922,15922,15592,15644,28917.0
2018-09-03,15770,16175,15668,16175,40507.0
2018-09-04,16403,16403,15972,16049,28574.0
2018-09-05,16200,16428,15871,16125,40390.0
2018-09-06,16099,16276,15744,15745,24261.0
2018-09-07,15744,15744,14985,15264,46315.0
2018-09-10,15441,15441,14681,15264,28349.0
2018-09-11,15187,15441,15010,15289,21619.0
2018-09-12,15415,15491,15086,15163,25568.0
2018-09-13,15162,15213,15061,15087,11131.0
2018-09-14,15112,15466,15112,15390,20281.0
2018-09-17,15339,15339,14833,14884,25296.0
2018-09-18,14707,15744,14529,15593,34903.0
2018-09-19,15491,18909,15491,16884,924902.0
2018-09-20,16808,18048,16656,17036,184882.0
2018-09-21,17213,17643,16808,16985,69286.0
2018-09-27,16959,18149,16959,17618,99861.0
2018-09-28,17314,17390,15896,15897,359883.0
2018-10-01,16023,16073,15441,15441,203865.0
2018-10-02,15668,16023,15086,15087,55994.0
2018-10-04,14934,15314,14656,15011,38367.0
2018-10-05,14833,15162,14251,14353,53950.0
2018-10-08,14200,14302,13314,13416,86874.0
2018-10-10,13264,13390,11947,12125,148607.0
2018-10-11,11112,11795,11112,11188,101930.0
2018-10-12,11061,11846,10935,11669,79899.0
2018-10-15,11694,11795,10884,10885,95387.0
2018-10-16,11061,11669,11036,11593,86867.0
2018-10-17,11846,12378,11694,11998,87567.0
2018-10-18,12099,14099,11897,13163,474546.0
2018-10-19,13112,13112,12428,12555,89273.0
2018-10-22,12454,12757,12201,12201,53384.0
2018-10-23,12099,12302,11340,11442,58006.0
2018-10-24,11644,11922,10910,11037,50920.0
2018-10-25,10707,11112,10201,10986,77073.0
2018-10-26,11036,11137,10175,10353,43086.0
2018-10-29,10125,10479,9011,9012,88914.0
2018-10-30,8555,9568,8555,9341,57953.0
2018-10-31,9694,10302,9467,9897,65489.0
2018-11-01,10150,10555,10074,10151,38903.0
2018-11-02,10226,10783,10226,10606,39706.0
2018-11-05,10606,10732,10226,10733,23645.0
2018-11-06,10758,10985,10327,10505,27018.0
2018-11-07,10530,10783,10201,10328,35574.0
2018-11-08,10758,10985,10505,10556,26708.0
2018-11-09,10555,10707,10226,10429,18729.0
2018-11-12,10251,10530,10125,10151,14918.0
2018-11-13,9872,10454,9619,10454,28325.0
2018-11-14,10353,10732,10353,10378,20536.0
2018-11-15,10580,10580,10175,10429,14664.0
2018-11-16,10530,10985,10429,10910,48203.0
2018-11-19,10834,11112,10758,10986,18504.0
2018-11-20,10758,11036,10479,10708,24616.0
2018-11-21,10783,12125,10403,11720,85858.0
2018-11-22,11644,12099,11466,11669,45335.0
2018-11-23,11517,11947,10985,11214,44425.0
2018-11-26,11137,11365,11011,11011,15378.0
2018-11-27,11137,11213,10859,11138,20606.0
2018-11-28,11315,11315,10960,11138,13022.0
2018-11-29,11163,11315,11011,11037,16430.0
2018-11-30,11036,11289,10859,10935,13001.0
2018-12-03,11087,11568,10884,11391,38257.0
2018-12-04,11390,11542,11087,11290,15813.0
2018-12-05,10985,11542,10985,11492,26481.0
2018-12-06,11365,11517,10682,10733,30398.0
2018-12-07,10732,11137,10682,10733,13303.0
2018-12-10,10505,10631,9922,10151,28050.0
2018-12-11,10150,10353,9821,9923,20697.0
2018-12-12,9694,10378,9669,10378,22903.0
2018-12-13,10251,10429,9948,10049,11326.0
2018-12-14,10353,10479,9973,9973,27017.0
2018-12-17,9796,9922,9416,9543,21198.0
2018-12-18,9315,9593,9289,9391,14311.0
2018-12-19,9315,9720,9315,9720,14713.0
2018-12-20,9517,9948,9416,9568,12892.0
2018-12-21,9568,9872,9467,9822,20983.0
2018-12-24,9821,9821,9517,9594,9379.0
2018-12-26,9391,9492,8884,8910,41179.0
2018-12-27,8986,9796,8986,9568,39130.0
2018-12-28,9492,9796,9441,9695,12734.0
2019-01-02,9694,9745,9441,9543,11528.0
2019-01-03,9391,10277,9391,9796,43078.0
2019-01-04,9846,10327,9441,10227,59192.0
2019-01-07,10327,10353,9770,9948,44719.0
2019-01-08,9872,10074,9796,9948,8634.0
2019-01-09,9948,10125,9821,10100,16657.0
2019-01-10,9948,10049,9872,9999,9194.0
2019-01-11,10024,10024,9619,9720,18774.0
2019-01-14,9669,9821,9315,9417,32034.0
2019-01-15,9745,9745,9416,9568,10965.0
2019-01-16,9694,9694,9340,9492,10037.0
2019-01-17,9543,9543,9264,9315,19060.0
2019-01-18,9315,9416,9087,9315,26151.0
2019-01-21,9365,9416,9188,9341,14609.0
2019-01-22,9239,9365,9138,9138,22919.0
2019-01-23,9214,9289,9087,9138,10182.0
2019-01-24,9163,9315,9112,9265,16529.0
2019-01-25,9416,9872,9365,9619,50300.0
2019-01-28,9669,9973,9543,9771,28729.0
2019-01-29,9770,9770,9416,9543,24008.0
2019-01-30,9543,9644,9467,9594,17958.0
2019-01-31,9644,10100,9619,10075,55725.0
2019-02-01,10125,10327,9745,9822,30425.0
2019-02-07,9796,9796,9568,9619,17974.0
2019-02-08,9619,9821,9568,9771,13958.0
2019-02-11,9846,9872,9492,9796,47818.0
2019-02-12,9846,9846,9669,9720,16987.0
2019-02-13,9796,10049,9644,9999,42499.0
2019-02-14,9998,10530,9922,10454,105565.0
2019-02-15,10555,10960,10226,10733,133388.0
2019-02-18,10884,10935,10606,10885,64273.0
2019-02-19,10834,10834,10606,10733,38711.0
2019-02-20,10935,11264,10707,10809,69220.0
