날짜,시가,고가,저가,종가,거래량,거래대금
2010-01-04,0.0,0.0,0.0,1000.0,0,0
2010-01-05,0.0,0.0,0.0,1006.57,0,0
2010-01-06,0.0,0.0,0.0,1008.58,0,0
2010-01-07,0.0,0.0,0.0,994.59,0,0
2010-01-08,0.0,0.0,0.0,1000.17,0,0
2010-01-11,0.0,0.0,0.0,995.11,0,0
2010-01-12,0.0,0.0,0.0,985.0,0,0
2010-01-13,0.0,0.0,0.0,978.08,0,0
2010-01-14,0.0,0.0,0.0,996.86,0,0
2010-01-15,0.0,0.0,0.0,1012.07,0,0
2010-01-18,0.0,0.0,0.0,1018.16,0,0
2010-01-19,0.0,0.0,0.0,1001.5,0,0
2010-01-20,0.0,0.0,0.0,985.41,0,0
2010-01-21,0.0,0.0,0.0,1001.4,0,0
2010-01-22,0.0,0.0,0.0,996.65,0,0
2010-01-25,0.0,0.0,0.0,975.01,0,0
2010-01-26,0.0,0.0,0.0,947.28,0,0
2010-01-27,0.0,0.0,0.0,932.76,0,0
2010-01-28,0.0,0.0,0.0,941.04,0,0
2010-01-29,0.0,0.0,0.0,900.15,0,0
2010-02-01,0.0,0.0,0.0,912.18,0,0
2010-02-02,0.0,0.0,0.0,913.56,0,0
2010-02-03,0.0,0.0,0.0,931.06,0,0
2010-02-04,0.0,0.0,0.0,921.34,0,0
2010-02-05,0.0,0.0,0.0,871.97,0,0
2010-02-08,0.0,0.0,0.0,847.8,0,0
2010-02-09,0.0,0.0,0.0,868.73,0,0
2010-02-10,0.0,0.0,0.0,869.38,0,0
2010-02-11,0.0,0.0,0.0,884.92,0,0
2010-02-12,0.0,0.0,0.0,891.18,0,0
2010-02-16,0.0,0.0,0.0,903.26,0,0
2010-02-17,0.0,0.0,0.0,916.38,0,0
2010-02-18,0.0,0.0,0.0,907.47,0,0
2010-02-19,0.0,0.0,0.0,886.93,0,0
2010-02-22,0.0,0.0,0.0,904.11,0,0
2010-02-23,0.0,0.0,0.0,905.49,0,0
2010-02-24,0.0,0.0,0.0,903.88,0,0
2010-02-25,0.0,0.0,0.0,891.3,0,0
2010-02-26,0.0,0.0,0.0,895.7,0,0
2010-03-02,0.0,0.0,0.0,899.93,0,0
2010-03-03,0.0,0.0,0.0,910.36,0,0
2010-03-04,0.0,0.0,0.0,898.9,0,0
2010-03-05,0.0,0.0,0.0,905.4,0,0
2010-03-08,0.0,0.0,0.0,916.16,0,0
2010-03-09,0.0,0.0,0.0,917.0,0,0
2010-03-10,0.0,0.0,0.0,923.49,0,0
2010-03-11,0.0,0.0,0.0,916.71,0,0
2010-03-12,0.0,0.0,0.0,918.76,0,0
2010-03-15,0.0,0.0,0.0,919.16,0,0
2010-03-16,0.0,0.0,0.0,922.99,0,0
2010-03-17,0.0,0.0,0.0,935.73,0,0
2010-03-18,0.0,0.0,0.0,939.54,0,0
2010-03-19,0.0,0.0,0.0,950.55,0,0
2010-03-22,0.0,0.0,0.0,950.2,0,0
2010-03-23,0.0,0.0,0.0,946.17,0,0
2010-03-24,0.0,0.0,0.0,939.79,0,0
2010-03-25,0.0,0.0,0.0,945.42,0,0
2010-03-26,0.0,0.0,0.0,946.94,0,0
2010-03-29,0.0,0.0,0.0,935.35,0,0
2010-03-30,0.0,0.0,0.0,938.62,0,0
2010-03-31,0.0,0.0,0.0,936.87,0,0
2010-04-01,0.0,0.0,0.0,945.2,0,0
2010-04-02,0.0,0.0,0.0,937.05,0,0
2010-04-05,0.0,0.0,0.0,921.27,0,0
2010-04-06,0.0,0.0,0.0,924.33,0,0
2010-04-07,0.0,0.0,0.0,928.25,0,0
2010-04-08,0.0,0.0,0.0,937.25,0,0
2010-04-09,0.0,0.0,0.0,935.56,0,0
2010-04-12,0.0,0.0,0.0,918.26,0,0
2010-04-13,0.0,0.0,0.0,921.3,0,0
2010-04-14,0.0,0.0,0.0,928.66,0,0
2010-04-15,0.0,0.0,0.0,928.62,0,0
